rating,usefulCount,compound,word_count,char_count,numericalCondition,numericalDrugName
8,5,2,58,326,1,197
7,40,2,22,120,3,522
0,9,0,13,84,3,56
8,0,2,3,18,4,553
7,0,2,36,197,4,181
9,16,0,48,280,9,23
9,37,0,17,83,7,147
0,41,0,77,449,5,662
8,17,0,60,340,4,457
2,31,2,44,228,5,0
8,6,1,56,338,4,474
0,0,0,60,356,4,235
8,31,1,68,415,5,645
9,16,2,32,214,6,684
8,18,0,73,375,9,23
0,33,0,44,252,8,361
9,5,0,79,423,7,489
1,3,0,16,109,4,71
0,13,0,21,127,5,505
6,20,2,72,434,6,354
0,5,0,81,432,4,565
1,21,0,77,424,3,336
7,117,0,38,229,5,551
6,19,0,40,204,7,147
4,0,0,46,244,4,458
9,46,2,76,411,0,571
5,32,0,59,365,8,648
8,85,2,52,320,5,109
8,15,2,73,384,9,489
3,2,2,28,182,4,232
8,13,0,34,195,4,280
7,20,2,19,101,2,259
2,23,2,32,163,6,603
9,94,0,59,389,5,153
8,21,0,21,118,4,229
8,8,2,67,355,1,262
7,100,2,51,315,2,326
6,18,0,64,410,5,654
8,14,2,63,373,4,231
9,28,0,78,454,7,334
9,27,0,56,335,2,220
9,34,0,8,50,3,336
9,18,2,34,168,6,39
3,15,0,42,281,4,199
2,3,0,60,348,4,613
0,6,2,17,91,6,195
8,72,0,38,211,2,326
0,5,0,46,263,4,233
7,123,1,65,453,5,665
9,5,2,69,426,4,399
0,10,2,65,381,7,540
5,26,0,83,432,1,197
9,9,2,68,427,3,509
9,3,2,65,382,4,542
9,122,2,14,78,2,140
8,3,0,21,159,2,220
9,0,2,42,263,4,199
0,1,0,64,396,4,231
9,16,0,58,329,1,135
1,10,0,60,335,5,551
5,10,2,12,68,1,18
0,18,2,33,173,9,350
8,15,2,20,95,7,489
6,14,2,64,351,4,231
0,11,0,32,183,1,290
9,53,0,15,93,8,11
7,31,1,14,68,2,140
8,5,2,51,301,1,88
9,2,2,58,313,1,353
9,20,0,76,413,4,611
4,2,2,69,384,4,672
4,6,0,51,317,4,229
8,52,0,48,297,2,654
9,13,2,36,207,4,455
0,7,2,5,28,5,220
9,13,2,83,400,4,424
9,28,2,49,278,9,489
9,75,0,93,492,9,83
8,4,0,79,442,8,374
9,55,2,42,222,5,220
8,10,0,8,47,3,207
4,35,0,15,80,4,235
4,19,2,71,368,7,110
8,34,0,68,437,5,220
8,5,2,59,299,4,340
8,0,2,54,290,4,232
5,7,0,37,204,4,280
7,53,2,26,134,2,348
5,14,2,12,74,4,232
0,20,0,59,307,6,603
7,50,0,24,138,8,259
1,8,1,13,59,1,201
2,27,2,39,223,1,290
9,180,2,8,35,9,83
2,0,0,74,420,4,280
7,8,2,78,440,4,235
9,5,0,67,368,4,557
9,12,0,27,173,8,10
6,0,0,37,192,4,229
8,84,2,45,265,0,268
4,2,0,24,126,4,231
8,6,2,41,276,8,405
9,48,2,54,298,7,350
1,28,2,26,134,5,326
9,15,2,46,252,9,540
9,3,0,37,201,4,391
7,5,2,43,249,4,200
0,2,0,9,57,4,302
9,5,2,49,259,4,235
5,9,2,74,475,4,231
9,26,1,8,46,8,661
4,12,2,58,308,2,400
9,26,0,24,140,3,549
0,10,0,47,305,3,58
9,10,0,74,404,4,148
9,4,2,46,275,4,280
3,4,1,6,38,6,684
7,2,0,33,184,4,474
2,4,0,24,137,4,536
7,23,2,64,405,3,315
8,0,2,37,209,4,424
2,26,0,28,142,4,424
8,113,0,76,391,9,489
7,2,2,54,305,4,440
7,7,0,68,355,4,440
2,0,0,18,90,4,440
0,11,0,42,226,0,146
3,16,0,28,174,4,229
4,18,2,18,113,3,261
8,3,2,71,371,4,340
9,30,0,74,426,1,96
3,200,2,64,346,0,664
9,17,0,17,93,3,140
0,6,0,34,201,4,395
8,2,2,59,338,4,424
9,22,2,10,49,4,230
9,30,2,17,90,1,574
0,5,0,74,426,4,675
5,2,0,27,134,1,215
6,0,0,43,237,4,323
4,1,0,49,256,4,232
5,3,2,70,377,1,199
5,28,2,20,105,5,654
3,9,2,70,418,4,297
0,1,2,61,330,4,231
3,4,0,27,156,4,199
9,25,2,70,382,8,186
2,5,2,74,411,4,235
7,14,0,79,407,9,147
9,47,0,45,251,8,466
2,12,0,50,274,4,96
0,9,0,80,455,4,323
0,44,0,33,251,0,387
6,3,2,76,417,1,20
9,58,0,77,437,5,220
9,5,2,14,86,4,424
8,40,0,69,453,8,497
0,2,0,11,62,7,147
9,29,2,35,200,8,246
6,17,0,54,343,5,220
3,3,0,80,394,4,424
9,123,2,72,448,5,667
2,2,0,71,429,4,235
5,0,2,73,435,4,227
4,1,2,27,140,2,202
2,5,0,70,372,4,399
0,6,2,262,1578,4,280
9,17,2,78,388,7,506
9,34,2,9,48,3,309
6,6,2,74,427,4,232
9,4,1,4,14,0,664
9,44,0,74,425,1,183
9,74,0,54,300,8,466
8,17,2,9,51,2,477
7,24,2,31,192,0,664
9,60,0,38,233,9,540
6,54,2,71,383,5,662
7,39,2,41,239,3,336
7,74,0,50,287,2,514
8,102,2,61,343,6,509
5,13,2,71,355,4,54
8,85,0,78,391,6,38
4,16,2,31,140,4,673
8,47,2,45,253,4,356
9,0,0,35,170,4,557
9,3,0,89,440,4,323
2,18,2,35,211,1,290
7,21,0,59,319,2,32
8,6,2,32,185,4,323
3,26,2,45,237,2,275
4,1,2,36,184,4,424
3,2,0,72,417,4,340
9,31,2,69,450,5,249
2,1,2,67,402,4,235
8,66,2,62,335,7,452
6,22,2,10,57,0,175
8,84,2,59,356,5,499
5,4,2,75,403,4,266
8,9,2,43,252,4,356
2,9,0,17,126,9,83
9,51,2,67,345,7,486
9,23,2,26,152,3,172
0,46,0,42,268,4,230
0,5,0,58,329,4,424
2,33,2,69,434,5,666
1,13,2,52,276,6,38
9,23,0,59,387,3,509
8,29,0,77,420,5,153
9,21,2,8,43,6,509
3,24,2,41,251,4,166
9,10,2,15,101,8,359
6,29,2,47,281,4,219
9,70,2,21,99,5,662
8,22,2,24,140,0,664
4,43,2,20,120,2,476
8,62,2,48,294,2,109
0,16,0,65,352,3,663
9,21,2,45,263,0,380
1,22,2,18,97,8,274
9,20,2,47,282,2,275
5,21,0,68,382,9,490
8,32,0,69,418,1,197
9,21,0,31,185,8,10
0,1,0,43,259,4,229
8,31,0,57,380,8,468
6,17,0,72,365,5,655
6,18,0,72,417,5,134
9,1,2,16,86,4,440
9,5,2,56,337,4,474
7,63,0,80,401,8,108
0,23,0,70,476,8,308
6,15,1,7,33,6,532
9,58,2,73,459,8,274
9,158,0,28,229,5,202
9,34,2,41,230,9,83
9,35,0,17,106,3,509
8,7,0,75,420,4,231
9,11,0,60,329,4,429
4,3,0,63,400,4,311
4,16,0,74,401,5,645
7,3,2,32,163,4,231
4,8,0,79,478,4,323
2,2,2,71,427,1,679
0,5,0,62,317,4,235
0,31,0,42,237,4,233
9,236,0,65,405,3,313
4,0,2,55,339,4,323
8,24,2,32,219,5,477
8,25,0,70,438,6,509
9,22,2,74,399,1,215
2,4,2,54,310,4,235
7,210,2,51,312,2,111
9,23,2,53,286,1,290
9,2,2,10,57,8,369
1,27,0,50,296,4,231
0,0,0,8,47,8,8
7,2,0,55,300,4,266
1,1,0,27,147,4,235
9,10,0,70,385,4,323
4,9,0,73,405,4,323
0,22,2,70,349,6,82
0,7,0,73,420,4,235
7,9,2,51,291,1,4
8,75,2,68,389,5,621
7,7,2,53,270,5,134
9,0,0,84,500,8,143
1,103,0,30,198,8,435
9,51,0,41,241,5,134
3,3,2,86,447,4,231
9,6,2,63,378,4,311
7,113,0,18,113,2,668
8,2,0,52,299,4,557
9,3,2,46,246,4,557
0,6,0,42,224,4,233
9,34,2,30,143,8,274
7,1,0,68,399,4,280
0,8,1,78,411,4,297
9,20,2,72,430,4,440
9,18,2,4,25,8,274
7,61,1,64,378,6,82
0,1,0,82,419,8,308
0,6,0,37,234,8,405
8,4,0,80,495,1,199
9,6,2,69,420,4,557
9,18,2,72,411,4,424
6,11,2,77,427,4,232
9,5,2,64,354,4,129
7,40,2,34,176,6,576
8,6,2,65,363,4,424
8,19,2,32,176,1,215
6,45,0,35,226,8,599
0,19,0,88,422,6,576
8,21,2,41,263,4,456
8,31,0,52,295,1,613
8,96,2,41,230,7,489
9,0,0,33,179,6,684
0,1,0,53,283,4,231
1,2,0,76,390,4,424
8,20,2,23,132,8,481
4,6,2,43,231,1,573
0,29,0,37,229,2,657
5,6,0,70,440,5,253
8,27,2,26,127,8,599
8,4,1,68,411,4,231
7,12,0,62,336,4,235
0,7,0,74,428,4,232
4,2,0,43,248,4,232
8,8,2,28,168,4,404
0,16,1,4,22,8,468
9,4,2,62,344,4,235
9,25,2,52,337,1,215
8,12,2,56,301,4,404
0,19,2,27,155,8,43
9,3,0,36,224,4,229
9,4,1,46,269,8,204
7,15,2,17,115,8,468
0,6,0,70,303,4,368
9,1,0,56,336,4,323
4,3,0,77,415,1,20
9,7,1,4,20,2,32
0,10,0,81,432,5,662
1,26,0,69,430,5,621
6,21,0,44,284,3,355
9,41,2,63,354,9,243
2,9,2,70,384,1,197
0,13,0,19,89,4,232
9,22,2,18,104,6,603
7,11,2,33,172,1,215
0,15,0,30,174,5,253
3,3,0,32,173,4,613
9,6,2,72,432,4,280
1,7,0,22,146,4,199
9,101,2,39,225,3,315
9,0,2,22,124,4,231
5,1,0,64,382,4,235
3,3,2,70,404,4,424
9,88,0,65,332,5,551
9,5,0,34,199,4,340
8,17,2,71,484,8,481
9,20,2,67,407,8,186
0,29,2,12,73,2,111
7,7,2,4,31,8,599
0,6,0,73,409,5,477
9,21,2,16,83,6,554
9,28,0,66,361,2,177
7,7,0,39,247,8,179
7,35,2,72,386,0,286
8,5,0,59,369,4,557
8,45,2,50,253,9,489
8,42,0,70,411,3,58
8,21,2,63,380,1,156
4,13,0,56,300,4,368
0,5,0,60,349,4,231
8,75,0,70,425,8,405
9,1,2,45,247,4,199
8,32,0,75,433,2,153
9,5,0,74,437,4,582
3,5,0,47,238,1,96
7,80,2,17,138,8,581
8,2,2,70,356,4,166
0,1,0,42,230,4,230
2,1,2,43,276,4,399
0,9,0,51,327,5,127
6,24,0,27,155,8,381
7,25,2,63,395,4,323
2,10,0,46,252,1,605
9,23,2,76,413,4,235
7,54,0,28,139,8,466
8,21,2,18,118,5,202
1,0,0,35,204,4,232
8,50,2,57,311,3,0
0,50,0,39,208,4,399
9,1,0,73,403,4,235
9,8,0,31,190,5,477
8,2,2,33,171,4,280
9,43,0,53,296,4,166
4,12,0,78,437,4,356
3,1,2,75,433,4,233
0,5,2,80,449,4,235
8,18,2,45,221,4,232
5,61,2,39,201,2,640
7,7,2,55,310,4,424
1,4,2,41,238,4,231
8,6,2,75,403,4,399
8,43,2,83,410,6,372
8,145,2,17,103,8,468
8,10,2,39,190,4,323
9,17,2,74,425,4,389
7,4,2,51,290,4,340
0,4,0,49,295,4,266
4,8,2,76,419,2,111
6,6,2,75,408,9,540
8,43,0,33,187,4,474
5,4,0,23,128,4,266
7,3,2,33,235,0,21
9,101,0,47,274,2,177
0,10,1,5,30,4,474
9,27,2,31,152,4,231
9,35,0,27,200,5,427
1,25,2,64,378,8,328
1,4,2,66,364,4,199
4,7,2,74,435,1,564
9,86,2,76,472,8,361
6,2,2,73,348,4,166
4,6,2,49,245,4,235
0,29,2,10,59,3,191
3,7,2,25,130,1,197
4,4,0,61,348,1,612
9,2,2,23,122,4,232
9,117,2,31,216,2,68
7,52,0,18,91,1,18
9,16,1,6,21,6,38
7,12,2,3,21,5,134
0,8,0,66,380,8,416
9,48,0,82,402,9,489
6,7,0,67,391,4,235
2,14,0,49,281,4,229
8,45,0,64,402,0,175
3,10,2,7,39,8,648
9,6,2,49,271,4,235
8,2,2,67,372,4,235
8,24,0,59,332,5,326
9,23,0,48,286,4,148
9,10,2,38,186,4,340
7,26,2,13,84,3,689
7,0,2,49,292,4,323
8,11,0,33,178,4,169
8,66,0,72,423,2,645
7,1,2,32,162,1,197
9,8,2,94,544,4,613
9,9,0,21,109,2,348
6,27,0,12,51,3,140
9,135,2,50,279,2,220
9,342,0,49,267,2,103
9,90,0,76,454,3,313
3,7,0,16,92,4,643
2,17,0,74,401,1,19
7,8,0,48,269,4,227
7,0,2,75,420,4,148
9,24,2,51,278,1,215
9,35,0,37,257,0,441
0,21,2,9,46,6,554
4,3,0,50,282,4,458
9,33,0,33,179,3,56
0,5,0,57,303,4,311
9,15,0,74,371,8,10
5,11,0,34,210,4,293
7,32,0,69,395,4,29
9,14,2,30,159,1,199
9,2,2,18,90,4,71
8,9,2,37,210,4,170
2,7,0,61,345,1,197
9,3,2,35,197,5,172
8,11,2,78,397,4,231
8,16,0,73,428,4,440
1,1,0,69,356,4,227
9,77,2,16,115,2,177
9,22,2,45,238,4,614
9,70,2,45,262,2,140
8,18,2,32,192,4,231
7,12,2,7,42,0,236
9,8,0,52,305,4,235
2,16,2,23,120,4,356
8,6,2,20,96,8,10
8,1,2,33,183,4,345
6,27,2,61,312,7,486
3,0,2,60,327,4,280
0,2,0,41,245,4,231
2,8,0,76,485,4,170
4,16,0,58,318,6,684
6,12,2,77,446,4,235
6,2,1,60,358,1,290
8,15,2,60,332,4,292
9,15,0,71,385,3,58
3,10,0,51,239,7,147
8,12,2,50,279,4,440
9,30,2,29,157,8,497
2,6,2,67,377,4,424
6,1,0,40,222,4,235
8,4,2,39,243,4,440
7,26,0,76,422,2,668
4,16,0,63,437,3,509
9,42,2,66,377,2,348
4,0,2,74,428,4,611
4,17,2,39,212,0,387
8,46,2,55,328,8,203
9,1,1,56,315,4,235
5,10,0,44,241,2,502
9,161,0,30,209,2,309
6,2,1,46,286,2,172
9,24,2,74,447,5,172
8,3,2,34,157,4,231
9,29,0,34,202,9,83
8,24,0,85,440,9,350
9,21,0,69,382,4,323
1,8,2,77,439,4,424
9,65,2,79,431,5,56
7,5,2,60,372,4,231
0,31,0,72,414,8,113
4,4,2,74,412,1,564
9,19,2,32,180,4,280
9,100,0,36,202,2,668
9,85,0,53,311,7,350
9,25,2,46,236,4,542
9,7,2,8,56,2,132
3,65,0,84,493,5,621
9,50,1,62,343,9,83
8,195,0,55,375,5,202
7,0,0,50,281,4,235
8,20,0,60,369,8,481
9,2,2,64,432,4,323
8,2,1,1,11,2,32
0,7,0,73,347,4,235
4,7,0,25,159,4,673
9,81,0,64,371,7,243
1,6,0,48,286,4,232
7,20,2,27,127,9,23
2,13,0,69,383,5,476
0,3,2,51,265,4,613
8,9,2,57,325,4,229
2,1,0,23,115,4,280
6,1,0,30,204,4,232
8,22,0,66,355,7,506
9,105,2,72,415,5,514
0,32,2,37,199,4,229
0,10,0,52,271,2,111
4,6,2,76,393,4,235
7,15,2,25,162,4,232
8,10,2,41,226,4,323
8,6,2,43,223,6,561
3,2,2,36,160,4,72
1,17,0,18,90,6,588
3,12,2,38,219,4,229
0,3,2,67,340,4,340
9,17,2,65,403,4,231
6,4,0,13,53,8,11
9,7,2,90,510,1,183
8,64,0,72,422,5,253
8,87,0,46,221,2,153
4,28,2,73,389,5,172
8,29,2,61,337,9,489
3,19,0,69,399,3,58
9,5,2,37,183,4,673
7,4,2,33,183,4,440
9,66,2,25,176,6,372
5,14,0,72,413,8,11
6,6,0,66,393,1,199
9,25,2,37,201,7,147
4,6,0,34,188,4,399
9,10,0,70,451,4,675
6,25,2,83,418,7,147
0,2,0,45,269,4,474
8,3,2,63,354,4,227
1,17,0,76,458,5,499
8,45,0,60,341,9,490
7,49,0,63,375,5,202
9,57,2,68,380,4,230
8,27,0,28,189,8,10
8,1,2,51,296,1,19
9,20,2,39,204,4,399
9,7,0,21,107,4,399
2,14,2,71,420,8,450
0,16,0,39,202,6,43
5,35,2,37,177,8,449
6,21,2,53,284,7,334
0,8,2,38,231,4,229
8,49,2,51,306,8,497
9,54,0,42,268,5,172
9,34,2,34,167,1,614
9,103,2,36,214,2,477
4,2,0,35,177,4,166
7,64,2,72,430,5,654
3,1,0,47,258,4,229
9,8,2,66,402,1,290
8,32,0,19,129,5,326
3,156,0,74,391,3,595
7,25,0,64,351,5,127
0,21,1,17,89,9,350
5,4,2,7,35,8,651
9,48,0,40,205,9,506
9,63,2,53,267,9,506
2,2,2,37,207,4,232
4,3,0,51,286,4,341
4,0,2,43,242,4,235
5,0,2,70,432,4,280
4,0,0,71,356,6,674
3,4,2,50,286,4,229
7,2,2,62,361,4,229
7,2,2,38,190,4,424
0,5,0,66,304,1,614
8,3,2,12,68,4,399
9,8,2,1,6,8,11
0,2,0,32,181,4,266
4,6,2,28,176,2,220
1,6,0,7,48,7,540
8,7,2,56,319,4,424
4,10,2,23,135,7,489
0,20,2,66,370,4,474
9,2,0,72,395,4,399
2,5,0,45,256,4,424
7,29,2,33,173,8,192
1,6,0,64,364,4,235
1,3,0,32,201,4,266
9,39,2,84,494,8,599
2,4,0,69,387,4,323
7,38,2,20,98,5,568
9,2,0,17,86,4,440
6,3,2,97,435,4,235
0,31,0,30,129,3,549
1,43,0,20,126,8,275
8,23,2,26,135,2,140
7,19,0,38,235,3,58
7,6,2,45,256,4,440
7,2,2,78,447,4,557
8,20,2,62,356,9,489
2,0,2,49,285,4,231
3,2,2,51,289,4,232
9,49,2,80,419,9,652
8,1,0,62,355,4,344
6,6,0,31,210,4,229
9,56,2,33,183,3,58
8,15,2,12,53,8,352
9,67,2,53,302,2,140
2,1,2,54,317,4,235
3,45,0,66,376,7,596
2,4,2,69,362,4,54
9,20,2,68,389,1,183
0,6,0,32,191,7,147
9,34,0,17,104,8,449
8,8,0,16,87,2,348
0,8,0,22,125,1,215
2,1,2,67,392,4,235
8,40,2,71,380,7,540
4,0,0,64,392,4,235
0,8,0,56,265,4,323
9,20,0,63,412,3,163
9,10,0,20,113,8,468
9,15,2,73,370,6,225
8,9,2,64,360,4,323
1,14,0,27,149,4,229
3,0,0,46,278,4,424
8,45,2,45,235,9,489
1,5,0,38,176,4,235
7,35,2,69,426,5,551
7,153,0,38,203,6,603
6,3,2,76,417,1,215
4,8,0,39,244,5,551
9,14,0,11,75,8,11
9,69,0,70,373,7,110
8,40,1,22,122,8,10
8,4,2,71,437,4,323
8,28,2,20,115,5,509
8,7,0,63,357,4,323
4,6,0,61,359,4,231
9,71,0,33,237,2,599
8,15,0,72,437,2,502
0,6,2,67,393,4,235
7,73,2,7,35,2,173
6,26,2,43,227,0,335
9,185,2,42,259,5,645
5,36,0,26,162,5,326
3,3,2,33,201,3,0
7,3,0,47,274,4,232
3,5,0,37,247,4,565
1,1,0,68,424,4,229
7,17,2,62,402,2,326
7,12,2,1,4,2,68
7,21,0,70,466,0,69
7,20,0,64,353,8,581
9,2,2,67,409,4,227
7,5,2,77,414,4,565
7,33,0,28,152,0,258
0,7,2,40,226,4,280
8,34,0,27,144,9,489
8,2,2,35,160,4,232
1,8,0,65,376,4,280
8,49,0,10,82,8,259
7,6,0,68,388,4,231
1,86,0,43,266,2,400
0,3,2,54,306,4,391
9,63,2,71,371,9,83
0,9,0,43,227,4,424
4,0,2,68,373,4,643
9,16,2,5,25,0,385
9,58,0,26,162,3,315
9,10,1,26,154,4,229
0,10,0,53,299,4,235
2,13,0,34,179,2,103
6,75,0,60,400,5,153
9,5,2,44,246,4,391
8,2,0,49,271,4,399
6,0,2,56,288,4,235
7,61,2,21,124,1,391
7,21,0,21,122,3,549
5,0,0,34,194,4,424
6,4,2,35,220,4,431
7,0,2,33,175,4,235
8,5,2,18,90,4,235
3,3,0,62,363,4,235
0,13,0,30,164,6,684
2,0,2,58,305,4,235
2,42,0,53,303,3,317
9,10,0,48,291,8,179
0,14,0,55,333,4,199
0,5,0,71,407,4,672
5,17,2,59,340,4,280
8,1,2,71,414,4,231
0,2,2,73,384,4,232
9,160,2,43,253,2,514
2,4,2,70,362,4,231
9,3,2,34,224,4,391
8,20,2,58,329,7,110
8,13,0,56,324,5,202
8,43,2,17,89,3,315
2,3,0,78,439,4,72
7,17,2,65,429,1,232
9,105,2,72,415,5,400
9,83,0,68,356,9,489
9,13,2,64,333,4,229
5,1,2,32,159,6,684
2,8,0,72,471,4,424
6,20,2,72,434,6,225
0,23,0,13,90,3,689
5,24,2,42,243,3,313
5,33,2,81,419,3,191
9,18,2,14,96,5,551
4,8,2,69,385,4,231
7,19,2,65,397,1,20
9,110,2,52,309,6,517
0,2,0,30,161,4,231
0,4,0,21,124,4,229
0,37,0,24,118,5,153
7,45,1,5,24,5,499
0,4,0,6,46,1,156
8,1,0,75,428,4,232
8,57,0,67,351,8,468
7,5,1,21,130,2,32
7,5,2,68,357,4,565
7,9,2,55,291,1,135
8,314,2,60,374,7,595
0,13,2,73,438,0,571
7,3,2,41,206,1,20
0,13,0,61,364,4,613
0,15,0,72,391,5,134
8,18,1,23,118,4,231
6,14,0,34,161,9,350
0,0,0,35,203,1,199
6,20,0,78,452,2,309
9,32,0,11,84,6,195
8,5,0,83,451,7,489
0,18,0,8,42,0,69
4,3,0,25,125,5,521
8,3,0,53,315,2,326
0,3,2,30,174,4,474
9,53,2,17,113,8,15
9,15,2,11,62,9,83
9,38,2,49,246,6,603
8,21,2,49,302,3,539
6,34,2,72,415,5,662
8,7,2,69,429,6,637
0,6,0,35,200,4,391
7,4,0,18,102,4,231
3,27,2,43,219,3,680
9,58,1,4,31,3,596
7,12,0,52,272,4,323
9,15,0,23,137,4,229
4,15,0,120,650,4,399
9,25,2,44,296,1,199
0,0,2,26,145,4,292
6,18,2,43,223,7,147
0,4,0,67,385,4,232
0,10,0,34,200,4,368
9,44,2,6,34,5,153
9,10,2,49,246,4,323
4,4,2,80,468,5,487
9,12,2,33,178,1,472
4,3,2,32,168,4,323
9,21,2,51,278,1,672
3,5,0,50,264,4,229
8,2,0,35,202,4,457
9,8,1,41,239,8,11
9,0,2,30,169,4,424
4,5,2,78,441,4,340
8,52,0,35,183,2,140
7,17,2,49,299,0,335
9,34,2,23,157,8,383
9,96,2,58,342,2,259
0,17,2,29,200,3,202
8,81,0,64,389,5,207
0,5,0,18,107,1,605
8,11,0,38,239,4,323
1,0,2,28,146,4,231
9,23,2,32,182,1,201
0,84,0,13,89,0,571
9,21,0,18,99,8,659
1,4,0,38,222,4,323
1,8,0,24,153,5,127
9,6,0,80,438,4,199
9,247,2,77,401,6,400
8,7,2,37,215,4,453
6,3,2,74,445,4,280
8,11,2,43,242,4,565
9,35,1,8,44,8,405
0,1,0,52,301,4,567
7,26,0,37,208,6,198
9,122,2,67,451,2,177
9,3,2,51,269,4,424
7,32,0,13,81,0,258
9,22,2,16,86,6,684
8,13,0,13,76,4,229
7,17,2,10,61,2,32
8,35,0,50,254,2,668
0,1,0,72,391,4,235
6,9,2,11,60,4,232
8,70,2,23,107,7,147
0,4,0,42,235,1,231
9,17,2,70,463,4,474
8,23,2,41,202,0,69
8,5,2,46,256,9,489
2,4,0,24,133,4,199
0,9,0,63,367,0,69
8,3,2,10,48,2,32
8,29,2,29,163,5,662
9,77,2,68,367,0,49
3,1,2,74,392,4,229
9,40,2,66,378,5,109
1,15,2,57,297,6,400
9,5,2,34,188,4,323
9,6,2,9,65,4,54
9,23,2,71,444,9,652
5,25,2,67,330,1,605
8,20,2,26,143,4,324
9,19,0,29,161,1,197
7,15,2,34,212,4,323
0,12,0,8,50,0,571
9,9,0,65,374,5,476
9,25,0,35,209,1,4
1,2,0,80,447,4,340
8,6,2,43,252,1,156
1,4,2,82,395,4,232
9,6,2,17,98,4,235
7,44,0,30,189,3,509
7,8,2,76,398,4,557
0,8,0,69,422,4,399
9,15,0,37,240,1,290
8,27,1,39,189,7,147
7,13,2,36,216,2,326
9,8,2,20,110,8,468
7,15,1,2,8,8,648
6,41,0,71,395,9,506
8,11,2,22,125,1,91
9,3,2,34,224,4,231
8,405,0,33,194,8,466
7,7,2,26,139,4,671
7,63,0,64,395,2,645
7,34,2,76,423,3,326
8,45,2,36,192,6,512
9,35,2,73,383,7,334
9,107,0,42,266,8,43
7,1,0,42,262,4,229
4,28,0,52,309,6,603
0,16,0,72,385,1,4
7,43,0,29,160,5,662
9,81,2,41,217,7,670
9,141,0,50,296,5,153
9,109,2,35,193,2,208
8,23,2,14,71,2,348
2,20,0,23,144,4,368
8,9,2,9,46,2,140
8,3,0,73,397,4,323
9,40,2,23,93,8,361
9,71,2,15,87,6,554
8,27,2,41,230,3,577
7,19,0,66,404,4,340
3,17,0,21,129,8,430
8,32,2,26,160,2,477
0,30,0,39,230,2,141
9,81,2,52,292,2,68
9,72,0,73,388,5,665
8,11,0,14,88,1,183
9,20,2,65,342,0,664
9,17,2,17,103,4,232
9,3,2,26,165,1,215
1,7,2,22,100,4,424
7,47,0,42,223,2,348
7,7,2,28,149,4,227
9,9,2,29,160,8,416
7,15,2,60,325,4,431
1,1,2,54,275,4,231
7,3,2,73,449,1,215
8,19,0,75,451,2,177
7,9,2,33,138,7,110
9,103,0,70,379,7,110
0,1,1,10,65,4,391
2,19,2,69,427,5,56
9,15,1,76,432,1,19
0,10,2,44,294,4,97
9,18,2,39,248,4,235
9,0,2,24,125,4,440
8,28,0,67,434,6,509
7,28,2,71,407,8,449
6,11,2,61,397,4,536
0,5,0,39,220,4,231
3,38,1,66,399,3,317
9,45,0,35,222,2,668
0,18,2,6,38,5,207
9,15,2,73,420,7,83
8,41,0,48,301,2,645
7,1,1,5,29,8,631
5,11,2,31,175,8,633
7,140,2,54,307,3,509
2,9,0,21,118,1,91
9,84,2,62,386,5,253
6,2,2,13,89,5,220
2,11,0,69,388,4,424
8,8,0,78,389,4,399
0,22,0,68,388,8,469
4,15,0,47,252,8,497
7,0,0,57,351,4,229
9,106,0,75,426,0,49
9,31,2,60,346,0,49
9,17,2,64,359,4,235
9,11,2,52,317,0,335
9,6,1,3,16,4,323
0,1,0,25,169,4,323
8,38,2,13,71,0,49
0,18,0,66,424,2,103
0,26,2,20,120,4,280
9,69,2,52,308,4,293
8,7,0,3,16,4,232
8,2,2,57,322,4,166
8,3,2,34,191,1,201
9,37,2,72,406,0,335
9,21,2,16,95,7,147
4,2,0,41,244,4,231
7,7,2,73,383,5,109
9,62,2,72,419,1,4
0,25,0,41,249,5,655
8,7,2,56,315,1,197
4,0,0,71,417,4,170
2,9,2,79,423,4,424
9,51,0,36,194,8,8
7,172,2,76,437,5,279
8,36,2,63,406,1,564
6,0,0,67,404,4,232
5,5,0,63,342,7,147
9,14,2,74,391,4,356
9,26,2,6,37,8,481
8,25,0,77,440,4,148
6,3,0,62,403,2,657
3,46,2,38,249,5,621
7,37,0,61,334,2,140
1,3,2,32,179,4,323
9,96,0,67,385,3,317
8,39,0,65,438,6,140
1,7,2,39,244,4,235
9,26,0,59,324,8,274
6,3,2,74,382,4,440
9,50,0,66,394,2,502
1,4,0,59,352,4,231
7,14,2,45,272,3,355
7,7,2,29,160,7,147
8,133,2,62,352,5,153
0,14,0,35,188,6,576
9,47,0,51,248,7,110
9,19,1,27,122,3,549
9,34,2,86,442,0,159
3,25,2,28,173,6,603
7,45,0,31,175,2,348
8,2,0,84,442,4,229
8,1,1,36,207,4,424
8,1,2,72,410,4,35
9,152,2,23,104,7,670
7,77,2,50,315,5,109
9,33,2,21,127,5,645
9,27,2,75,434,1,77
9,3,2,48,281,4,231
6,35,0,58,361,0,146
9,5,2,17,65,4,266
9,82,0,66,347,5,43
8,113,2,70,385,8,113
8,25,2,36,243,8,186
9,30,2,8,43,2,668
3,9,0,61,396,4,323
5,3,0,27,129,4,280
8,70,0,64,439,2,153
7,85,0,79,454,2,326
9,5,2,29,143,4,235
9,109,0,71,485,2,275
9,17,0,55,333,8,186
0,37,2,24,139,6,195
8,4,0,65,380,4,323
3,0,0,67,389,4,232
8,116,0,15,102,2,68
1,10,2,28,138,4,455
8,84,0,68,401,5,603
7,134,0,68,448,5,0
