usefulCount,compound,rating_binary,word_count,char_count,numericalCondition,numericalDrugName
94,0,1,22,106,7,670
0,2,1,23,134,4,235
5,0,0,46,234,4,557
22,2,1,74,405,4,232
3,1,0,74,399,4,302
1,0,1,62,371,8,437
1,0,0,29,175,4,232
1,0,0,17,97,4,229
3,2,1,24,146,4,673
68,2,1,44,278,5,207
10,2,1,82,403,9,23
27,2,1,79,405,2,103
10,2,1,26,127,9,652
19,2,0,22,113,1,138
53,0,1,73,381,7,490
36,0,1,75,405,9,490
16,0,1,77,454,6,372
33,2,0,57,343,3,596
1,2,0,27,151,4,54
3,2,0,69,367,4,229
43,0,1,49,267,6,372
25,0,1,80,474,2,476
18,0,0,64,338,2,326
6,2,0,41,243,4,232
134,2,1,16,78,5,683
19,1,0,49,279,6,684
50,0,1,13,98,2,668
12,0,0,70,427,4,340
12,2,1,28,188,8,375
0,2,1,78,448,4,199
37,0,1,19,98,2,177
45,0,0,34,198,2,177
6,0,1,59,314,4,495
42,2,1,14,96,0,387
11,0,0,3,16,9,489
14,2,1,36,199,3,539
26,0,1,14,78,2,275
0,2,0,24,116,9,147
17,1,1,24,124,0,526
4,2,0,58,331,4,613
121,0,1,10,45,9,506
23,2,1,42,255,5,57
9,0,1,74,454,5,602
39,0,1,71,382,8,186
4,2,1,33,202,0,409
74,0,1,7,34,2,32
16,2,1,51,293,4,231
31,0,1,45,256,0,175
141,0,1,29,172,5,326
3,0,0,48,275,4,235
44,2,1,21,122,3,445
30,1,0,42,268,2,477
13,0,0,10,64,5,654
15,0,0,62,297,9,506
20,1,0,2,11,1,520
129,0,1,59,352,5,599
7,2,1,29,174,4,302
3,2,1,59,309,7,489
13,0,1,53,312,8,481
3,0,0,67,402,4,235
1,0,1,42,238,4,656
38,0,0,60,399,6,603
3,0,0,40,252,4,324
0,2,1,43,238,4,231
3,0,1,40,203,4,323
23,0,0,8,63,4,231
14,0,0,37,238,4,340
15,2,1,68,369,4,29
33,2,0,71,390,4,29
3,2,1,57,371,4,440
22,0,1,33,212,2,427
6,0,0,44,299,4,399
47,2,1,25,157,3,261
34,0,1,50,310,9,147
53,0,1,68,458,4,429
91,2,1,50,309,5,654
23,0,1,75,471,2,140
50,0,1,64,376,2,66
60,2,1,56,300,7,595
4,2,0,52,309,4,231
2,0,0,22,142,4,613
30,2,0,20,126,5,645
5,0,0,43,258,5,220
11,2,1,76,425,1,4
15,0,1,71,385,3,539
5,2,1,34,187,4,235
6,0,0,65,319,4,474
32,0,1,68,357,4,199
4,0,0,60,359,4,424
51,0,1,29,173,2,208
11,2,1,49,237,4,231
34,2,1,63,351,9,489
12,1,0,9,64,2,259
10,0,1,53,344,4,232
12,0,0,73,389,4,399
32,2,1,57,326,5,172
1,0,0,33,162,4,614
17,0,0,34,165,6,603
7,0,0,51,294,3,58
27,0,1,66,434,2,326
4,2,1,23,127,4,341
13,2,0,3,16,5,326
3,0,0,51,308,4,424
99,0,1,61,332,8,246
22,0,1,11,54,0,21
14,2,0,36,222,5,499
24,2,1,38,220,8,469
44,0,1,49,253,3,317
111,0,1,78,422,7,83
25,0,0,14,88,5,202
6,2,1,72,432,4,235
2,0,0,81,458,2,465
1,2,1,33,178,1,614
59,0,1,75,456,6,400
18,2,1,16,93,0,664
10,2,1,23,134,5,220
47,0,1,34,186,7,334
13,0,1,38,264,3,315
33,2,1,30,201,3,254
7,2,1,53,291,7,489
8,2,1,80,397,9,489
110,0,1,46,366,2,603
42,1,1,51,306,8,660
29,0,1,49,296,6,588
12,2,1,52,330,6,206
66,0,1,68,454,5,208
2,0,0,30,173,4,235
2,2,1,18,110,6,225
105,0,1,72,432,2,326
39,2,1,69,368,7,147
20,2,1,26,167,1,90
5,2,0,15,80,4,297
57,0,0,14,71,1,183
7,2,0,68,365,0,335
9,0,0,49,273,9,489
8,2,1,52,316,1,19
5,0,0,30,157,4,170
3,2,1,79,385,4,231
6,1,1,30,139,7,489
83,2,1,53,271,6,603
56,2,1,85,440,9,23
88,2,1,71,398,0,21
30,2,1,22,119,5,202
13,0,1,73,381,8,246
32,2,1,75,406,5,127
8,0,1,50,263,8,468
11,0,1,71,385,1,215
18,2,1,59,321,4,72
14,2,1,60,326,4,399
39,2,0,11,65,8,660
0,0,1,18,75,2,140
17,0,1,62,361,8,274
82,0,1,19,126,3,522
4,0,1,64,418,4,231
27,0,1,19,102,9,489
0,2,1,42,226,4,323
7,2,0,39,204,4,368
11,0,1,75,473,5,172
16,2,1,18,99,4,280
58,0,1,40,258,5,683
138,0,1,72,477,5,202
4,0,1,59,366,4,323
6,2,1,57,336,4,166
106,2,1,12,70,5,134
644,0,1,59,356,5,683
63,2,1,55,336,5,667
114,0,1,60,327,0,69
3,2,1,71,411,4,235
1,2,0,47,231,4,229
31,2,1,74,384,1,605
23,2,1,24,165,1,4
0,0,0,34,187,3,445
7,2,1,19,101,4,565
6,0,0,30,171,4,424
3,0,0,55,353,4,298
20,0,0,76,502,4,235
2,0,0,12,80,4,582
0,0,0,47,261,4,324
28,2,1,66,463,3,549
78,2,0,42,224,2,400
4,2,1,71,389,4,340
3,0,1,56,304,3,278
6,0,1,28,173,8,481
1,2,0,45,241,4,231
9,0,0,66,401,4,235
97,2,1,19,118,5,665
38,0,1,73,404,4,29
0,2,1,57,316,4,557
8,2,1,49,255,4,424
53,2,1,59,347,2,499
3,2,0,53,289,4,311
4,0,1,67,353,4,235
69,2,1,47,305,5,109
42,1,0,3,18,8,213
18,1,1,71,379,4,280
45,0,1,25,147,3,595
6,2,1,7,34,2,400
3,0,1,73,453,3,470
11,2,1,64,359,5,153
104,2,1,35,204,9,489
205,2,1,68,366,0,146
21,2,1,72,413,1,290
20,2,1,3,24,3,465
135,0,1,79,475,5,56
1,0,0,4,27,5,109
31,0,1,60,349,2,220
23,0,1,64,332,9,147
10,2,1,66,408,4,235
9,2,0,59,346,4,148
49,2,1,58,398,0,387
3,1,0,76,464,3,680
25,2,1,81,418,7,110
47,0,1,75,417,8,466
64,2,1,58,310,7,110
101,2,1,73,402,3,191
15,2,1,43,210,4,200
26,2,1,51,276,9,489
4,2,0,53,290,4,232
0,0,0,29,151,2,220
0,0,0,77,426,4,323
61,0,1,61,361,5,208
58,0,0,35,189,6,576
33,2,1,60,327,9,23
37,2,0,32,171,0,526
5,2,1,67,392,4,454
0,0,0,37,181,4,232
7,0,0,45,244,4,323
68,2,1,67,426,0,49
6,2,1,55,316,4,232
69,2,1,74,475,2,111
44,0,1,17,86,9,350
2,2,1,72,396,4,311
36,0,1,75,416,3,315
7,0,0,35,181,4,612
43,0,0,52,297,0,664
13,2,1,48,308,4,399
7,2,0,11,63,4,457
1,0,1,61,360,4,148
2,0,1,34,198,4,232
2,0,1,64,331,0,69
1,2,1,10,72,4,391
0,0,0,66,352,4,280
11,2,1,70,363,4,399
3,2,1,58,303,4,368
6,1,0,2,13,5,253
22,1,1,3,25,4,232
94,2,1,66,358,2,668
0,2,1,36,169,5,109
66,2,1,20,123,0,526
29,2,0,40,228,7,147
5,0,0,58,306,4,231
18,2,1,51,280,9,489
17,0,1,22,116,8,179
13,2,1,80,440,4,260
1,2,1,63,365,4,331
12,2,1,46,238,9,334
22,0,0,74,420,5,662
47,0,1,42,222,8,274
186,2,1,39,192,0,571
12,0,1,32,199,4,235
17,2,1,82,459,0,49
12,2,1,72,412,2,348
27,2,1,46,243,2,220
2,0,0,47,248,4,231
28,2,1,46,302,1,564
15,2,0,33,183,8,599
16,0,1,48,287,3,522
68,0,1,8,55,8,374
4,2,1,63,362,4,557
47,0,1,66,419,5,662
8,0,0,70,410,3,109
14,1,1,17,86,6,38
27,0,1,87,483,9,506
10,0,1,65,379,2,32
70,2,1,7,34,2,68
1,0,1,57,377,4,323
22,2,1,33,210,4,280
7,0,1,74,431,4,557
61,0,1,60,360,5,665
1,0,1,75,461,4,324
9,2,1,66,427,2,655
14,0,1,32,188,1,215
157,0,1,22,125,5,173
152,2,1,9,65,2,177
77,0,1,46,299,2,601
21,0,1,69,366,8,438
25,2,1,72,408,1,183
19,0,1,19,99,8,578
8,0,0,69,368,1,199
42,0,0,42,240,0,175
5,0,0,10,56,4,392
5,2,1,64,431,4,368
69,2,1,10,59,2,177
26,2,1,69,343,9,147
17,0,0,72,445,5,43
51,0,1,22,140,3,336
10,2,1,53,303,4,474
7,2,1,41,230,4,232
5,0,0,58,306,4,391
26,2,0,63,362,0,175
0,2,1,53,293,4,323
42,2,1,49,275,1,137
36,0,0,70,373,5,477
46,2,1,63,383,3,317
202,2,1,26,156,2,111
20,2,0,19,109,6,38
35,2,1,66,379,7,540
34,2,1,28,134,2,668
14,2,1,49,275,4,166
9,0,1,57,291,4,230
2,2,1,27,176,4,229
5,0,0,72,395,1,673
129,0,1,19,128,5,315
14,2,1,7,32,5,134
1,2,0,72,436,4,232
6,0,1,30,185,4,353
21,2,1,79,469,4,227
93,2,1,69,443,6,348
4,2,1,40,252,4,331
85,2,1,28,152,6,603
283,0,1,4,23,8,466
80,0,1,48,269,5,683
9,1,1,18,142,8,651
2,0,0,29,148,4,611
0,0,0,73,418,4,231
33,2,1,37,227,1,612
22,0,0,70,454,2,220
4,2,1,68,393,4,458
18,0,1,80,404,7,540
4,0,0,19,103,4,235
16,0,1,55,289,4,54
53,0,0,26,159,5,621
31,2,1,29,141,9,83
10,2,1,75,471,4,227
6,2,0,58,344,4,675
16,2,1,70,428,9,110
14,2,1,53,271,0,526
0,2,0,80,440,4,129
3,2,1,30,157,9,147
2,2,0,30,151,4,613
6,2,1,29,181,4,280
34,0,1,64,419,2,668
26,2,0,32,194,3,549
520,0,1,31,195,2,103
3,2,1,33,192,4,54
77,2,1,4,28,6,603
6,2,1,45,245,0,335
62,2,1,7,52,5,43
9,0,1,5,32,8,272
1,0,0,60,383,4,170
12,2,0,24,126,0,664
42,0,1,41,236,3,259
8,0,0,62,355,4,424
12,2,1,24,151,4,323
93,2,1,18,115,5,689
8,0,1,91,490,4,356
25,0,0,16,88,5,667
31,2,1,67,389,7,596
1,2,1,24,135,4,643
1,2,1,50,242,4,344
178,2,1,80,459,5,56
6,0,0,75,415,4,340
24,2,1,73,456,8,276
21,2,1,15,78,9,489
26,0,0,49,293,2,68
5,0,0,64,362,6,38
0,0,0,24,139,1,4
37,2,0,41,234,5,153
5,2,1,27,144,4,356
35,0,1,57,328,8,259
14,2,1,22,135,8,481
55,2,1,42,260,3,317
9,2,1,71,411,4,474
102,2,1,59,365,5,514
36,0,1,30,205,5,109
36,2,1,27,167,4,232
38,2,1,9,59,5,551
83,0,1,67,425,5,109
2,0,0,18,139,4,231
61,2,1,10,56,9,489
56,2,1,33,183,3,539
142,0,1,38,218,8,113
25,0,1,44,263,1,232
17,2,1,56,316,4,231
8,0,1,50,240,4,149
0,2,1,43,218,4,227
12,1,0,37,160,4,280
24,0,1,23,142,8,359
3,0,1,55,311,1,592
19,0,0,10,54,2,275
10,2,1,18,117,4,231
0,2,1,61,355,4,344
5,0,1,33,180,4,614
6,0,0,70,389,4,280
22,0,1,38,250,1,215
74,2,1,31,181,6,603
70,0,1,40,235,5,172
41,2,1,67,368,1,201
30,0,0,16,90,2,275
13,0,1,15,97,8,581
33,0,1,25,134,5,665
1,0,1,76,438,6,684
6,0,0,51,310,4,231
7,2,0,36,209,4,613
25,0,1,55,366,5,202
2,0,0,75,439,4,424
6,1,1,31,168,4,232
3,0,0,72,398,4,229
3,2,0,69,400,4,129
7,0,1,55,323,4,453
33,2,1,32,175,7,147
18,2,1,40,215,1,197
405,0,1,33,194,8,468
9,2,0,46,269,1,197
7,0,0,70,380,4,399
22,2,1,77,385,4,340
0,0,0,47,290,4,232
8,0,0,48,228,2,111
34,0,1,34,202,2,400
17,2,1,24,112,6,38
103,0,1,79,415,5,568
33,2,0,60,312,7,652
41,2,1,15,109,8,125
30,0,1,67,415,5,208
7,0,1,35,215,4,232
4,0,0,43,224,4,671
3,0,1,9,53,8,259
4,2,1,23,177,8,468
33,0,1,53,378,2,111
6,1,1,72,415,2,111
2,2,1,59,307,4,323
10,2,0,42,242,0,664
24,0,0,70,410,7,110
17,0,0,30,184,1,137
14,2,1,102,635,4,231
20,2,1,57,306,2,140
26,0,1,67,399,8,438
2,0,0,66,392,4,424
40,2,1,36,202,8,406
100,0,1,36,202,2,32
97,2,1,52,287,5,220
18,2,1,45,221,4,565
4,2,1,71,374,4,323
0,0,1,47,276,4,424
8,2,1,60,308,6,684
2,0,0,59,322,4,170
18,0,1,65,386,4,399
3,2,0,13,62,3,58
28,0,1,28,156,1,232
46,2,1,4,22,8,450
6,2,1,66,338,6,684
44,1,1,4,24,3,336
24,0,0,34,196,1,344
3,0,0,40,201,4,424
2,2,0,61,357,4,331
56,0,1,67,404,3,313
17,0,1,55,326,1,4
8,2,1,60,308,4,235
18,2,1,73,396,4,474
0,0,0,56,359,4,170
19,2,1,79,418,9,489
4,0,0,31,155,4,368
10,0,0,43,260,5,499
11,2,0,53,303,4,199
1,2,1,7,42,5,253
4,0,0,30,166,1,138
29,0,1,23,132,3,315
16,2,1,62,358,7,110
42,2,1,52,261,8,660
57,2,1,22,115,6,43
139,2,1,37,208,3,191
49,2,1,25,145,8,274
1,0,0,78,451,6,225
6,0,1,55,346,4,424
5,2,1,21,143,4,440
72,2,1,42,236,0,49
67,0,1,14,76,8,449
25,0,1,65,363,4,474
9,0,0,69,398,0,49
7,2,1,69,377,1,215
80,2,1,46,237,2,640
5,0,0,44,242,4,424
25,2,1,35,215,2,220
5,2,1,62,329,4,565
6,2,1,68,362,1,20
12,0,0,11,82,8,186
23,2,1,74,416,1,614
1,0,0,33,175,9,110
54,0,1,8,38,5,253
9,0,1,71,368,4,323
2,0,0,33,192,4,338
6,2,1,66,389,7,110
35,0,1,80,449,9,83
17,0,0,74,422,2,220
1,0,0,80,478,4,323
62,2,1,22,112,3,261
13,0,1,54,307,4,431
25,2,1,50,238,8,469
2,0,1,67,374,4,495
91,2,1,71,427,6,43
12,2,1,71,424,1,20
22,1,1,28,165,0,49
5,2,1,21,123,4,673
9,2,1,49,258,4,280
32,0,1,81,469,5,476
20,2,1,29,197,0,335
11,2,1,71,380,1,4
6,0,1,61,323,2,645
29,0,1,74,413,4,457
38,2,0,69,396,1,232
1,2,0,55,330,4,232
5,0,0,65,371,4,231
6,0,1,94,526,4,230
30,2,1,30,159,8,308
37,2,1,17,74,3,355
180,2,1,31,190,0,571
58,0,0,35,194,6,38
1,0,0,70,383,1,231
147,2,1,68,350,9,489
4,0,1,82,482,4,340
292,2,1,17,77,9,489
949,0,1,25,181,5,683
234,0,1,76,422,4,227
16,0,0,41,228,4,232
45,2,1,46,308,7,182
2,0,0,67,398,5,654
8,1,0,46,285,4,565
41,2,1,77,437,0,22
3,0,0,65,384,4,280
50,2,1,77,444,1,197
6,0,1,66,363,4,557
26,0,1,65,376,2,275
72,2,1,69,388,7,31
31,0,0,71,423,0,387
4,2,0,40,235,4,235
2,2,0,75,398,4,424
42,2,1,63,366,0,335
22,2,1,14,74,8,13
4,0,0,65,332,4,557
14,2,1,29,208,7,147
556,2,1,52,301,9,83
13,0,0,9,60,2,275
35,0,1,57,291,9,489
17,2,1,49,275,4,424
6,0,1,28,150,4,231
44,2,1,93,465,5,253
12,0,0,58,358,1,397
46,0,1,67,372,6,140
30,0,1,70,430,4,340
31,2,0,8,46,8,234
28,0,0,52,288,4,280
25,2,1,82,494,9,540
1,2,0,68,393,4,232
16,0,1,14,76,8,14
14,0,0,44,251,4,399
11,2,1,31,164,1,672
2,0,0,50,269,4,323
2,0,0,50,298,4,231
8,2,1,65,333,4,235
82,2,1,64,377,2,400
0,0,0,73,404,4,229
27,0,1,47,267,5,475
15,2,1,33,189,5,220
25,2,1,75,406,9,110
7,2,1,62,300,4,368
4,2,0,76,423,4,340
31,0,1,35,193,8,352
17,2,1,31,186,0,664
3,0,0,44,252,1,183
0,0,0,78,434,4,231
13,0,1,67,415,9,350
12,0,1,26,140,1,91
14,2,1,58,330,0,48
75,2,1,19,98,5,0
17,2,1,67,372,9,489
25,0,1,37,217,8,126
19,0,1,30,177,9,489
3,2,0,57,317,4,280
4,2,1,32,176,4,166
5,0,1,52,328,2,111
9,0,1,68,379,4,235
233,2,1,63,399,2,177
58,2,1,17,90,6,603
36,2,1,13,78,6,532
24,0,0,18,100,2,111
23,2,1,47,265,5,499
29,2,1,75,507,5,172
2,2,0,37,209,4,323
65,2,1,47,286,2,476
9,0,0,66,397,4,280
12,2,1,21,132,8,12
13,0,0,43,262,3,56
0,0,1,68,440,4,235
8,0,0,42,249,4,366
6,2,0,69,388,4,235
1,0,0,69,391,4,331
27,0,0,9,58,3,220
23,2,1,76,423,1,4
8,2,1,52,319,1,4
4,2,1,56,358,4,199
15,2,1,20,111,0,664
18,2,0,34,179,6,38
20,0,1,34,201,4,424
1,2,1,50,242,4,231
0,2,1,54,324,4,323
47,2,1,63,370,2,640
14,0,1,43,245,2,140
4,0,1,36,176,4,148
6,2,0,57,276,9,506
101,2,1,58,338,7,31
3,2,0,64,367,4,440
116,2,1,43,228,6,637
16,2,1,80,449,9,489
27,2,1,55,288,7,23
60,2,1,17,98,5,603
3,0,1,49,247,9,489
22,0,1,23,109,4,431
2,2,0,52,283,4,231
33,0,0,73,425,2,153
49,2,1,57,380,8,405
12,0,1,50,275,5,499
0,0,0,57,339,8,660
25,2,1,80,451,6,38
18,2,1,44,286,0,387
4,2,1,36,221,4,323
1,2,1,33,176,4,368
10,2,1,76,446,4,474
5,0,0,22,138,2,275
23,2,1,75,434,7,147
11,0,0,66,401,4,235
22,2,1,69,346,6,576
8,0,0,74,398,4,232
69,0,1,32,232,2,67
21,0,1,57,279,9,489
6,2,0,67,390,9,110
12,2,1,43,260,2,326
92,2,1,9,53,2,32
24,0,1,68,412,3,313
13,0,1,44,254,2,645
52,2,1,27,164,3,0
5,0,1,36,196,4,311
4,2,1,11,67,0,21
5,2,0,57,313,2,32
25,0,0,37,195,4,227
2,2,0,39,233,4,231
16,2,1,53,352,4,181
10,0,1,39,206,4,229
19,0,0,68,425,5,153
46,0,0,79,488,9,350
3,2,1,33,185,8,469
5,0,0,44,279,6,225
9,0,1,86,453,4,474
3,2,0,40,235,5,551
27,2,1,49,277,4,232
7,0,0,28,151,4,424
25,1,1,4,26,5,551
48,0,1,74,483,5,127
18,2,0,23,131,4,614
2,2,1,35,192,4,323
14,2,1,79,433,2,326
9,0,0,71,389,4,424
10,0,1,45,238,4,232
103,2,1,71,461,0,387
18,0,1,42,210,8,11
28,2,1,66,380,3,58
5,2,1,37,189,1,605
53,0,0,29,192,5,689
34,2,1,42,211,7,489
2,2,1,27,151,4,565
1,2,0,8,39,4,457
46,0,1,71,401,9,506
0,0,1,45,281,4,229
11,2,1,25,124,1,605
4,0,1,39,210,4,340
0,2,0,36,174,1,232
11,2,1,38,243,1,138
15,2,1,60,357,5,655
1,0,0,29,147,4,280
10,0,0,74,435,4,673
83,2,1,68,409,6,43
50,0,1,56,285,2,668
13,0,0,33,212,3,355
29,0,0,32,189,3,595
2,2,1,55,319,4,235
23,2,0,70,373,0,664
18,2,0,83,418,4,235
32,0,0,22,130,8,359
9,0,1,73,452,1,18
2,0,0,52,278,4,231
30,2,1,14,71,7,334
0,2,0,67,386,4,280
8,2,1,59,307,4,235
46,0,1,67,371,5,134
181,0,1,7,41,9,350
40,2,1,72,411,8,246
0,0,0,24,158,4,231
38,0,1,78,345,8,113
15,2,0,31,170,4,231
35,2,1,71,424,5,109
8,2,0,47,232,4,431
23,2,1,68,383,1,397
9,2,1,69,357,4,166
47,0,1,8,43,2,477
2,0,1,7,39,4,232
5,0,1,15,104,4,424
16,0,0,51,301,3,56
21,2,1,17,107,3,577
2,2,1,31,184,4,399
6,0,0,73,409,5,476
33,2,1,65,409,5,109
88,2,1,59,366,5,134
0,2,0,60,369,6,354
25,2,0,32,157,6,225
116,1,1,4,24,5,400
6,2,0,76,427,1,18
0,0,1,71,393,4,323
3,0,1,68,382,4,311
23,2,1,69,422,5,645
10,0,1,58,316,3,509
9,0,1,77,418,8,599
13,0,1,28,182,8,416
6,2,1,60,304,4,166
9,2,1,73,368,9,110
1,0,1,69,395,4,227
1,2,0,14,80,4,231
5,2,1,42,231,4,356
6,0,0,30,174,4,424
32,0,1,22,131,2,140
5,1,0,49,308,4,231
9,0,1,67,421,4,424
13,2,0,52,311,4,262
2,0,0,39,214,6,225
50,2,1,75,436,4,232
12,2,1,60,339,1,290
1,2,1,64,397,4,440
17,0,1,62,314,9,489
3,2,0,23,139,2,525
4,2,1,71,396,4,323
4,2,1,33,187,4,340
21,2,1,38,199,9,489
18,0,1,27,177,8,381
3,0,0,74,400,4,340
11,0,0,35,175,2,275
3,0,0,76,422,4,148
80,1,1,5,21,5,202
16,2,0,79,433,5,499
46,1,1,11,61,3,254
28,0,1,75,412,5,326
46,0,1,68,385,0,664
110,2,1,14,94,5,665
4,2,0,29,181,4,235
15,2,1,75,399,4,455
21,0,0,66,423,0,69
16,2,1,82,413,4,229
3,2,1,30,171,4,440
19,0,1,18,119,3,551
1,2,1,26,138,4,235
1,0,1,28,139,6,684
60,2,1,43,251,0,664
28,2,0,22,135,0,526
13,2,1,64,377,4,148
0,2,0,44,228,4,323
23,2,1,60,319,0,335
24,0,1,21,106,3,259
18,0,1,66,379,4,323
134,2,1,26,153,8,10
71,2,1,62,381,2,309
6,2,1,20,125,1,520
3,2,1,77,453,4,614
2,0,0,54,306,4,474
34,0,1,44,238,0,664
16,0,0,27,177,4,229
18,2,1,3,13,6,9
5,2,1,44,203,9,489
12,0,1,30,185,5,172
10,2,1,48,304,4,424
20,0,1,66,373,5,153
93,0,1,61,374,5,153
16,0,1,50,261,9,350
13,2,0,53,258,8,405
20,2,1,84,495,8,497
5,2,1,20,107,4,235
6,0,1,35,187,4,456
12,0,1,69,415,3,140
21,1,1,35,213,5,172
74,0,1,73,408,5,683
31,2,1,3,22,0,49
18,0,1,8,48,2,599
61,2,1,8,36,8,10
5,0,0,27,143,4,235
14,0,1,62,317,9,110
2,0,0,17,91,4,232
4,2,0,7,32,1,20
11,1,1,36,187,6,685
26,2,1,71,383,4,232
0,0,0,67,407,4,323
8,2,1,55,301,7,489
4,2,1,54,272,4,235
9,0,0,41,256,4,399
0,2,0,14,102,1,183
6,2,1,72,428,4,424
6,2,1,9,65,4,170
35,0,1,69,437,5,220
3,2,1,51,280,4,231
8,0,0,72,381,4,232
17,0,0,61,352,3,680
17,2,0,14,71,1,215
66,0,0,34,161,2,67
25,0,1,7,44,2,140
6,0,1,60,378,4,200
28,0,1,13,77,5,208
4,2,1,78,393,1,215
30,0,0,54,308,6,576
14,2,1,13,43,0,664
10,2,1,31,150,4,235
8,2,1,53,262,4,323
106,2,1,54,320,7,595
106,0,1,55,326,6,43
36,2,1,70,384,7,147
9,0,1,53,287,1,290
6,2,1,8,45,4,170
28,0,0,58,319,8,466
14,2,1,67,414,5,551
5,0,1,68,408,0,387
10,0,0,69,402,4,454
20,2,1,48,285,1,679
31,0,1,17,111,3,313
2,0,0,66,404,4,229
384,0,1,72,442,5,477
3,0,0,52,293,4,323
4,2,0,44,244,4,231
64,0,0,29,173,3,317
19,0,0,63,365,4,231
26,2,1,42,268,4,671
18,2,1,74,386,1,197
38,0,0,20,119,2,645
3,0,0,63,389,4,232
3,2,1,63,404,6,684
16,0,1,72,411,4,231
7,2,0,82,454,4,675
5,0,1,89,490,8,416
4,0,1,52,279,4,399
2,0,0,67,365,4,424
3,2,1,27,152,4,148
41,2,1,46,232,0,335
7,2,0,48,277,4,340
5,2,1,26,149,4,231
11,0,0,29,171,3,121
8,2,0,66,403,4,280
21,0,1,62,332,7,334
14,2,1,22,125,4,613
12,2,1,12,69,1,290
6,2,0,77,427,4,232
13,0,1,42,261,2,32
5,0,0,45,253,4,613
39,2,1,12,56,2,202
4,2,1,8,47,4,36
126,0,1,62,344,2,603
65,2,0,10,59,9,490
10,2,1,38,219,4,431
2,0,0,56,343,4,170
79,0,1,29,195,6,195
5,0,0,55,314,4,235
27,2,1,11,58,7,110
3,2,1,54,319,4,424
135,2,1,64,407,0,667
59,2,1,73,448,6,82
8,2,1,30,151,4,399
65,2,1,71,385,1,19
5,0,1,69,432,1,614
19,2,1,42,224,0,387
15,0,1,44,252,5,220
3,0,0,21,118,4,673
21,0,1,37,240,2,502
2,0,1,20,112,8,11
0,0,1,7,36,8,13
46,1,1,5,26,5,665
1,2,1,9,50,5,400
14,2,0,78,457,5,662
6,2,0,73,393,0,27
55,2,1,62,409,5,599
58,0,1,15,104,6,588
3,2,0,47,260,4,395
9,2,1,25,132,1,135
55,2,1,27,169,5,109
4,0,1,73,401,4,557
9,0,0,60,318,4,392
11,0,1,60,369,4,229
28,0,1,70,414,3,445
3,0,1,48,232,4,673
17,0,0,75,423,5,655
2,2,1,76,375,1,89
33,2,1,20,127,5,220
103,0,0,52,290,8,108
13,2,1,20,92,4,231
30,2,1,61,335,7,486
72,2,1,31,190,2,32
25,0,0,22,138,3,56
25,0,1,40,259,5,683
80,0,1,76,422,5,253
17,0,1,30,148,8,274
8,0,1,78,414,4,148
24,0,0,30,167,5,172
1,0,0,65,350,4,235
8,0,1,32,186,4,356
90,2,1,14,78,2,103
2,2,0,42,234,4,424
0,2,0,26,133,2,645
5,2,1,21,108,4,229
24,0,0,42,264,5,202
42,2,1,62,343,8,247
47,2,0,68,407,5,655
47,0,1,29,171,2,32
585,2,1,39,236,2,103
62,0,1,47,260,3,315
13,2,0,3,19,2,32
1,0,0,74,387,4,507
9,0,1,42,203,4,166
26,0,1,70,402,4,231
2,0,0,40,221,4,233
5,0,0,24,125,4,231
66,0,0,79,461,0,387
12,2,1,66,361,4,424
52,0,1,81,374,7,83
25,0,1,75,406,7,506
3,2,1,23,113,4,229
4,0,0,25,149,4,267
3,0,1,77,403,4,424
143,2,1,18,86,5,477
82,2,1,50,276,9,350
2,2,1,72,360,4,323
17,2,1,66,363,4,474
8,0,0,60,397,4,324
17,0,1,72,523,0,526
8,0,0,47,268,4,235
129,0,1,40,222,5,662
69,2,1,6,31,0,447
14,2,1,44,223,4,424
12,0,1,55,326,4,297
4,0,0,71,428,4,235
58,2,1,68,414,0,258
63,0,1,39,205,5,400
29,0,1,42,219,6,195
28,2,1,75,370,2,111
6,0,1,57,296,3,509
18,2,1,33,194,3,445
1,2,1,36,227,4,235
21,0,1,42,243,5,662
33,2,1,23,108,6,38
45,0,0,77,434,3,191
57,0,1,51,293,5,400
180,0,1,46,250,5,683
7,0,1,69,439,8,439
3,2,1,18,113,2,32
25,2,1,72,461,0,387
6,2,0,49,266,4,280
19,2,1,70,417,1,20
2,2,1,35,198,4,231
2,0,1,19,90,4,199
8,0,1,34,186,1,262
1,2,1,56,295,4,323
17,0,1,70,398,9,540
13,2,1,35,212,8,10
24,2,1,53,322,2,140
12,2,1,23,120,1,197
12,0,1,80,447,2,140
7,2,0,45,247,4,280
1,1,0,8,41,4,431
15,0,1,27,140,2,140
17,2,0,59,353,4,262
3,0,0,76,449,1,605
19,2,1,71,412,1,91
24,2,1,62,341,4,455
17,0,1,52,283,3,445
53,2,1,28,157,5,683
35,0,1,69,437,5,326
10,0,0,37,249,4,368
3,2,1,20,108,6,400
24,0,1,72,380,7,83
8,2,1,52,276,1,673
2,1,0,53,292,4,170
19,0,1,18,107,8,213
19,0,0,56,349,5,665
1,2,1,27,163,0,387
35,2,1,52,318,7,334
15,0,0,36,204,7,147
17,2,1,17,103,4,614
35,2,1,40,217,0,159
46,0,1,49,261,7,350
61,2,0,45,235,5,165
4,0,1,94,454,4,557
135,2,1,55,304,5,662
0,2,0,63,358,4,235
23,2,1,62,419,5,499
4,2,1,49,298,4,71
1,2,0,59,306,4,199
8,2,1,71,406,4,166
